"days","Barack Obama","Bill Clinton","Donald Trump","Dwight D. Eisenhower","George H.W. Bush","George W. Bush","Gerald Ford","Harry S. Truman","Jimmy Carter","Joe Biden","John F. Kennedy","Lyndon B. Johnson","Richard Nixon","Ronald Reagan"
281,10.7249184861066,2.53931773857843,-21.8658034323661,45.9179088878056,38.3723560992355,78.0738889721038,-3.31793103106389,41.0013869795901,24.8415925930873,-5.36213620205429,65.0608655889856,59.2282086733042,27.7968004761041,20.3403274778624
282,10.7249184861066,2.53931773857843,-22.690467137919,45.9179088878056,38.3723560992355,74.8193487857308,-3.31793103106388,41.0013869795901,24.8415925930873,-5.36213620205429,65.0608655889856,59.2282086733042,27.7968004761041,20.3403274778624
283,10.7249184861066,2.70505406930496,-22.0637494550044,45.9179088878056,38.3723560992355,74.8193487857308,-3.31793103106388,41.0013869795901,24.8415925930873,-5.36213620205429,65.0608655889856,59.2282086733042,27.7968004761041,20.3403274778624
284,12.2703574198049,2.70505406930497,-22.4340592358293,45.9179088878056,38.3723560992355,74.8193487857308,-3.31793103106389,41.0013869795901,21.5890398605782,-5.36213620205429,65.0608655889856,59.2282086733042,27.7968004761041,20.3403274778624
285,11.7385505630829,2.70505406930497,-21.591189325101,45.9179088878056,38.3723560992355,75.0951109532353,-3.31793103106389,41.0013869795901,21.5890398605782,-5.36213620205429,65.0608655889856,59.2282086733042,27.7968004761041,20.3403274778624
286,11.7385505630829,2.70505406930496,-21.2612926529208,45.9179088878056,38.3723560992355,74.8412149840613,-3.31793103106389,41.0013869795901,21.5890398605782,-5.36213620205429,65.0608655889856,59.2282086733042,27.7968004761041,18.0390582038455
287,10.5804865115921,2.70505406930496,-20.9143519639292,45.9179088878056,38.3723560992355,74.8412149840613,-3.31793103106389,41.0013869795901,21.5890398605782,-5.36213620205429,65.0608655889856,59.2282086733042,27.7968004761041,18.0390582038455
288,10.5804865115922,2.83156855355951,-20.8268649408263,45.9179088878056,38.3723560992355,75.6004314574646,-3.31793103106389,41.0013869795901,21.5890398605782,-4.80994100365712,65.0608655889856,59.2282086733042,27.7968004761041,18.0390582038455
289,10.5804865115922,2.83156855355951,-20.824209400136,35.3949865850762,50.956163217622,75.6004314574646,-3.31793103106389,41.0013869795901,21.5890398605782,-9.97974593851044,65.0608655889856,59.2282086733042,27.7968004761041,18.0390582038455
290,10.4196440668999,2.83156855355951,-20.7433178511393,35.3949865850762,50.956163217622,76.4587233926455,-3.31793103106388,41.0013869795901,21.5890398605782,-9.97974593851043,65.0608655889856,59.2282086733042,27.7968004761041,18.0390582038455
291,10.4196440668999,2.83156855355951,-20.3601663439375,35.3949865850762,50.956163217622,76.4587233926455,-3.31793103106389,41.0013869795901,23.8353000661214,-9.97974593851044,65.0608655889856,59.2282086733042,27.7968004761041,18.0390582038455
292,11.0901201333881,2.83156855355951,-20.3218872397372,35.3949865850762,50.956163217622,76.8677230301435,-3.31793103106389,41.0013869795901,23.8353000661214,-9.40792634542856,65.0608655889856,59.2282086733042,27.7968004761041,18.0390582038455
293,11.867860425656,2.83156855355951,-19.9297722473739,35.3949865850762,50.956163217622,76.8980607675948,-3.31793103106389,41.0013869795901,23.8353000661214,-9.40792634542855,65.0608655889856,59.2282086733042,27.7968004761041,18.0390582038455
294,11.8678604256561,2.83156855355951,-19.8313555276515,35.3949865850762,50.956163217622,76.8980607675948,-3.31793103106387,41.0013869795901,23.8353000661214,-8.22242303661525,65.0608655889856,59.2282086733042,27.7968004761041,18.0390582038455
295,11.867860425656,-0.925622605944824,-19.4117736777775,35.3949865850762,50.956163217622,76.7304309910826,-3.31793103106389,41.0013869795901,23.8353000661214,-8.22242303661525,65.0608655889856,59.2282086733042,27.7968004761041,18.0390582038455
296,11.6614974156006,-0.925622605944824,-19.2524211995242,35.3949865850762,52.4825784028954,76.7304309910827,-3.31793103106388,41.0013869795901,23.8353000661214,-8.22242303661526,65.0608655889856,59.2282086733042,27.7968004761041,18.0390582038455
297,11.6614974156007,-0.925622605944824,-18.9026534054804,35.3949865850762,52.4825784028954,76.5032987443522,17.6478027116819,41.0013869795901,23.8353000661214,-8.22242303661525,65.0608655889856,59.2282086733042,27.7968004761041,18.0390582038455
298,11.6614974156006,2.82074686127287,-19.0073918546415,35.3949865850762,52.4825784028954,76.6937267394557,17.6478027116819,41.0013869795901,23.8353000661214,-8.22242303661525,65.0608655889856,59.2282086733042,27.7968004761041,18.0390582038455
299,12.6837221742515,2.82074686127287,-18.9091947197493,35.3949865850762,52.4825784028954,77.3044754576684,17.6478027116819,41.0013869795901,23.8353000661214,-11.8792362437528,65.0608655889856,59.2282086733042,27.7968004761041,18.0390582038455
300,11.0299875833679,3.94190107399766,-18.918091109178,35.3949865850762,52.4825784028954,76.9478459676428,17.6478027116819,41.0013869795901,23.8353000661214,-12.1286736321739,65.0608655889856,59.2282086733042,27.7968004761041,9.91083943278601
301,11.0299875833679,3.94190107399766,-18.7220721018107,35.3949865850762,52.4825784028954,76.9478459676428,17.647802711682,41.0013869795901,23.8353000661214,-11.6148023550435,65.0608655889856,59.2282086733042,47.5487418077066,9.91083943278602
302,9.393536061564,3.94190107399766,-18.7515691556592,35.3949865850762,52.4825784028954,76.9478459676428,17.6478027116819,41.0013869795901,23.8353000661214,-11.6148023550435,65.0608655889856,59.2282086733042,47.5487418077066,9.91083943278601
303,9.393536061564,3.94190107399766,-18.7788399254841,35.3949865850762,52.4825784028954,76.4279802824422,17.6478027116819,41.0013869795901,23.8353000661214,-10.6966440269252,65.0608655889856,59.2282086733042,47.5487418077066,9.91083943278601
304,9.10130203926115,3.94190107399766,-19.3339738640556,35.3949865850762,52.4825784028954,76.4279802824422,17.6478027116819,41.0013869795901,23.8353000661214,-9.58591409114368,65.0608655889856,59.2282086733042,47.5487418077066,9.91083943278602
305,8.27447235574689,4.32394312716046,-19.1017959437439,35.3949865850762,52.4825784028954,76.4279802824422,17.647802711682,41.0013869795901,25.6573615291031,-9.58591409114368,65.0608655889856,59.2282086733042,47.5487418077066,9.91083943278601
306,8.01695574025073,4.32394312716046,-18.8840448533744,35.3949865850762,52.4825784028954,76.4279802824422,17.647802711682,41.0013869795901,25.6573615291031,-9.58591409114369,69.9370383794091,59.2282086733042,47.5487418077066,9.91083943278601
307,8.01695574025072,4.32394312716045,-18.8840448533744,35.3949865850762,52.4825784028954,76.4279802824422,17.647802711682,41.0013869795901,25.6573615291031,-9.58591409114368,69.9370383794091,59.2282086733042,47.5487418077066,14.8676613892301
308,7.46198650160267,4.32394312716046,-19.0209619563721,34.0789808169061,52.4825784028954,76.4279802824422,17.6478027116819,41.0013869795901,25.6573615291031,-8.29507920466318,69.9370383794091,59.2282086733042,47.5487418077066,14.86766138923
309,7.46198650160268,4.32394312716045,-19.1431084475211,34.0789808169061,52.4825784028954,76.4279802824422,17.6478027116819,41.0013869795901,25.6573615291031,-8.29507920466319,69.9370383794091,59.2282086733042,47.5487418077066,14.86766138923
310,7.46198650160268,4.32394312716045,-19.2515920267628,34.0789808169061,52.4825784028954,76.4279802824422,17.6478027116819,41.0013869795901,25.6573615291031,-8.29507920466317,69.9370383794091,59.2282086733042,47.5487418077066,14.86766138923
311,7.46198650160267,4.32394312716046,-19.2193307312683,34.0789808169061,52.4825784028954,77.9660351086327,17.647802711682,41.0013869795901,25.6573615291031,-8.29507920466319,69.9370383794091,59.2282086733042,47.5487418077066,14.86766138923
312,8.09912101450931,4.32394312716046,-18.9315653722394,34.0789808169061,52.4825784028954,77.9660351086327,17.6478027116819,41.0013869795901,25.6573615291031,-8.29507920466319,69.9370383794091,59.2282086733042,47.5487418077066,14.8676613892301
313,8.09912101450931,4.32394312716045,-19.2023726465238,34.0789808169061,52.4825784028954,78.4927166929785,17.6478027116819,41.0013869795901,25.6573615291031,-8.29507920466318,69.9370383794091,59.2282086733042,47.5487418077066,14.8676613892301
314,8.09912101450931,4.32394312716045,-20.253572949243,34.0789808169061,52.4825784028954,77.8672798334918,17.6478027116819,41.0013869795901,25.6573615291031,-8.29507920466318,69.9370383794091,59.2282086733042,47.5487418077066,14.86766138923
315,7.22365812972271,4.32394312716046,-21.3343252071049,34.0789808169061,52.4825784028954,77.8672798334918,17.6478027116819,41.0013869795901,25.6573615291031,-8.29507920466319,69.9370383794091,59.2282086733042,47.5487418077066,14.86766138923
316,7.22365812972272,3.68342553324277,-22.0455903969206,34.0789808169061,52.4825784028954,77.8672798334918,17.6478027116819,41.0013869795901,25.6573615291031,-8.29507920466318,69.9370383794091,59.2282086733042,47.5487418077066,14.8676613892301
317,7.22365812972272,3.68342553324277,-22.4216570062979,34.0789808169061,52.4825784028954,77.8672798334918,17.647802711682,41.0013869795901,25.6573615291031,-8.29507920466318,69.9370383794091,59.2282086733042,47.5487418077066,14.86766138923
318,8.38304425598905,3.68342553324277,-23.5887645422536,34.0789808169061,52.4825784028954,77.8672798334918,17.647802711682,41.0013869795901,25.6573615291031,-8.29507920466318,69.9370383794091,59.2282086733042,47.5487418077066,14.8676613892301
319,8.38304425598905,3.68342553324277,-23.3524731302617,34.0789808169061,52.4825784028954,77.8672798334918,17.647802711682,41.0013869795901,25.6573615291031,-8.29507920466318,69.9370383794091,59.2282086733042,47.5487418077066,14.8676613892301
320,5.89437465248958,10.2686384886274,-23.2196889666486,34.0789808169061,52.4825784028954,77.8672798334918,17.6478027116819,41.0013869795901,25.6573615291031,-9.15348438732283,69.9370383794091,59.2282086733042,47.5487418077066,14.86766138923
321,5.19172382390607,12.091362191732,-22.5803845876382,34.0789808169061,52.4825784028954,74.5800803286035,17.647802711682,41.0013869795901,25.6573615291031,-7.12200657605754,69.9370383794091,59.2282086733042,47.5487418077066,14.8676613892301
322,5.96703592525449,12.091362191732,-22.4244254305971,34.0789808169061,52.4825784028954,74.5800803286035,17.6478027116819,41.0013869795901,25.6573615291031,-7.12200657605754,69.9370383794091,59.2282086733042,47.5487418077066,14.86766138923
323,5.97102788974877,12.091362191732,-22.4836297604981,34.0789808169061,52.4825784028954,72.8294924861705,17.6478027116819,41.0013869795901,25.6573615291031,-7.12200657605755,69.9370383794091,59.2282086733042,47.5487418077066,14.8676613892301
324,5.8397484660081,12.091362191732,-22.7522529389128,34.0789808169061,51.0290665469372,73.8910058807213,17.6478027116819,41.0013869795901,25.6573615291031,-7.12200657605754,69.9370383794091,59.2282086733042,47.5487418077066,14.8676613892301
325,5.8397484660081,12.091362191732,-23.5441116384366,34.0789808169061,51.0290665469372,73.8910058807213,17.9944832823946,41.0013869795901,25.6573615291031,-7.12200657605756,69.9370383794091,59.2282086733042,47.5487418077066,14.8676613892301
326,5.65927571454137,12.091362191732,-23.5159378290573,34.0789808169061,51.0290665469372,73.8910058807213,17.9944832823946,41.0013869795901,29.7912076557945,-4.83599314431912,67.1430605569132,59.2282086733042,47.5487418077066,14.86766138923
327,5.62063986422064,12.091362191732,-21.8977355246329,34.0789808169061,51.0290665469372,74.7607655513428,17.9944832823947,11.0091044574229,29.7912076557945,-8.19261213532861,67.1430605569132,59.2282086733042,47.5487418077066,14.86766138923
328,5.11540075172265,17.7683389925422,-22.1891714964719,34.0789808169061,51.0290665469372,74.3822937855282,17.9944832823946,11.0091044574229,29.7912076557945,-7.21376544464368,67.1430605569132,59.2282086733042,47.5487418077066,8.40288192191611
329,5.57402415659786,17.7683389925422,-22.2353826497418,34.0789808169061,51.0290665469372,74.3822937855282,17.9944832823946,11.0091044574229,29.7912076557945,-7.21376544464368,67.1430605569132,59.2282086733042,36.1762678656175,8.40288192191611
330,5.57402415659786,17.7683389925422,-22.5047607873191,45.5514634313402,51.0290665469372,74.5230329926009,17.9944832823946,11.0091044574229,29.7912076557945,-7.37355676657567,67.1430605569132,59.2282086733042,36.1762678656175,8.40288192191611
331,5.57402415659786,17.7683389925422,-22.9326410784917,45.5514634313402,51.0290665469372,74.523032992601,17.9944832823947,11.0091044574229,29.7912076557945,-7.37355676657567,67.1430605569132,59.2282086733042,36.1762678656175,8.40288192191612
332,5.8586225966977,17.7683389925422,-22.8684117635713,45.5514634313402,51.0290665469372,74.523032992601,17.9944832823947,11.0091044574229,29.7912076557945,-7.37355676657567,67.1430605569132,59.2282086733042,36.1762678656175,8.40288192191611
333,5.85862259669771,16.5405500390083,-22.9777901174213,45.5514634313402,51.0290665469372,70.3579666394472,17.9944832823946,11.0091044574229,29.7912076557945,-7.37355676657567,67.1430605569132,59.2282086733042,36.1762678656175,8.40288192191611
334,5.50852527406693,16.5405500390083,-23.4200919889563,45.5514634313402,51.0290665469372,70.1271748301425,17.9944832823947,11.0091044574229,29.7912076557945,-5.91127108087674,67.1430605569132,59.2282086733042,36.1762678656175,8.40288192191611
335,5.96221148002307,16.5405500390083,-23.280265850511,45.5514634313402,51.0290665469372,70.1271748301425,17.9944832823946,11.0091044574229,29.7912076557945,-5.91127108087674,67.1430605569132,59.2282086733042,36.1762678656175,8.40288192191611
336,5.96221148002306,16.5405500390083,-22.840879336994,45.5514634313402,51.0290665469372,70.1271748301425,17.9944832823946,11.0091044574229,29.7912076557945,-5.91127108087675,67.1430605569132,59.2282086733042,36.1762678656175,8.40288192191611
337,5.96221148002306,16.5405500390083,-22.1119282349401,45.5514634313402,51.0290665469372,70.1271748301425,17.9944832823947,11.0091044574229,29.7912076557945,-5.91127108087674,67.1430605569132,59.2282086733042,36.1762678656175,8.40288192191611
338,5.96221148002307,16.5405500390083,-22.1119282349401,45.5514634313402,51.0290665469372,70.1271748301425,17.9944832823947,11.0091044574229,29.7912076557945,-5.91127108087675,67.1430605569132,59.2282086733042,36.1762678656175,8.40288192191611
339,5.96221148002307,16.5405500390083,-22.1119282349401,45.5514634313402,51.0290665469372,70.1271748301424,17.9944832823946,11.0091044574229,29.7912076557945,-5.91127108087674,67.1430605569132,59.2282086733042,36.1762678656175,8.40288192191611
340,5.96221148002307,16.5405500390083,-21.5231518932009,45.5514634313402,51.0290665469372,70.1271748301425,17.9944832823946,11.0091044574229,29.7912076557945,-5.91127108087674,67.1430605569132,59.2282086733042,36.1762678656175,8.40288192191611
341,10.8522575148913,16.5405500390083,-21.0206383919043,45.5514634313402,51.0290665469372,70.1271748301425,17.9944832823946,11.0091044574229,29.7912076557945,-5.91127108087674,67.1430605569132,59.2282086733042,36.1762678656175,8.40288192191611
342,10.8522575148913,16.5405500390083,-20.7333904423407,45.5514634313402,51.0290665469372,70.1271748301425,17.9944832823947,11.0091044574229,29.7912076557945,-5.91127108087674,67.1430605569132,59.2282086733042,36.1762678656175,8.40288192191611
343,10.8522575148913,16.5405500390083,-19.3663074980074,45.5514634313402,51.0290665469372,70.1271748301425,17.9944832823946,11.0091044574229,29.7912076557945,-5.91127108087674,67.1430605569132,59.2282086733042,36.1762678656175,8.40288192191611
344,8.56775132099611,16.5405500390083,-18.7952333401954,45.5514634313401,51.0290665469372,70.1271748301425,17.9944832823946,11.0091044574229,29.7912076557945,-10.5757901406145,67.1430605569132,59.2282086733042,36.1762678656175,8.40288192191611
345,8.56775132099611,16.5405500390083,-18.7952333401954,45.5514634313402,51.0290665469372,70.1271748301425,17.9944832823946,11.0091044574229,29.7912076557945,-10.5757901406145,67.1430605569132,59.2282086733042,36.1762678656175,8.40288192191611
346,8.56775132099611,16.5405500390083,-18.7952333401954,45.5514634313402,51.0290665469372,70.1271748301425,17.9944832823947,11.0091044574229,29.7912076557945,-10.5757901406145,67.1430605569132,59.2282086733042,36.1762678656175,8.4028819219161
347,8.56775132099611,16.5405500390083,-18.7952333401954,45.5514634313402,51.0290665469372,70.1271748301425,17.9944832823946,11.0091044574229,29.7912076557945,-10.5757901406145,67.1430605569132,59.2282086733042,36.1762678656175,8.40288192191611
348,8.56775132099611,16.5405500390083,-18.7952333401954,45.5514634313402,51.0290665469372,70.1271748301425,17.9944832823947,11.0091044574229,29.7912076557945,-10.5757901406145,67.1430605569132,59.2282086733042,36.1762678656175,8.40288192191611
349,7.77210832921981,16.5405500390083,-18.7952333401954,45.5514634313402,51.0290665469372,70.1271748301424,17.9944832823947,11.0091044574229,29.7912076557945,-3.66270869593835,67.1430605569132,59.2282086733042,36.1762678656175,8.40288192191611
350,7.7721083292198,10.1967780257546,-18.7952333401954,45.5514634313402,51.0290665469372,70.1271748301425,17.9944832823947,11.0091044574229,29.7912076557945,-3.66270869593835,67.1430605569132,59.2282086733042,38.8848574332359,8.40288192191611
351,7.7721083292198,10.1967780257545,-18.7952333401954,45.5514634313402,51.0290665469372,66.9477653031107,17.9944832823946,11.0091044574229,29.7912076557945,-3.66270869593835,67.1430605569132,59.2282086733042,38.8848574332359,8.40288192191611
352,8.15048915997872,10.1967780257545,-19.46276496163,45.5514634313402,68.7273101810881,66.9477653031107,17.9944832823947,11.0091044574229,29.7912076557945,-3.66270869593835,67.1430605569132,59.2282086733042,38.8848574332359,8.4028819219161
353,8.15048915997873,13.2568008244058,-19.46276496163,45.5514634313402,68.7273101810881,68.7086404405934,17.9944832823946,11.0091044574229,29.7912076557945,-3.66270869593834,67.1430605569132,59.2282086733042,38.8848574332359,8.40288192191611
354,7.25240370684511,16.9916687021549,-20.2818584772876,45.5514634313401,68.7273101810881,68.7086404405934,17.9944832823946,11.0091044574229,28.0274586936348,-3.66270869593836,67.1430605569132,59.2282086733042,38.8848574332359,8.40288192191611
355,6.12951027537436,16.9916687021549,-19.2233398943496,45.5514634313402,68.7273101810881,68.7086404405934,17.9944832823946,11.0091044574229,28.0274586936348,-14.1132756494821,67.1430605569132,59.2282086733042,38.8848574332359,8.40288192191611
356,5.19809530022088,16.9916687021549,-17.7807186971128,45.5514634313401,68.7273101810881,68.7086404405934,17.9944832823946,17.9108928693448,28.0274586936348,-14.1132756494821,67.1430605569132,59.2282086733042,38.8848574332359,8.99064321674581
357,5.19809530022087,16.9916687021549,-17.7807186971128,45.5514634313402,68.7273101810881,68.7086404405934,17.9944832823946,17.9108928693448,28.0274586936348,-14.113275649482,67.1430605569132,59.2282086733042,38.8848574332359,8.99064321674581
358,5.63662675680555,16.9916687021549,-17.7807186971128,45.5514634313402,68.7273101810881,68.1009207289683,17.9944832823946,17.9108928693448,28.0274586936348,-14.113275649482,67.1430605569132,59.2282086733042,38.8848574332359,8.9906432167458
359,5.57995623536794,16.9916687021549,-18.1369103585297,52.9014265084857,68.7273101810881,68.1009207289683,17.9944832823947,17.9108928693448,28.0274586936348,-14.1132756494821,67.1430605569132,59.2282086733042,38.8848574332359,8.99064321674581
360,5.57995623536796,16.9916687021549,-18.3559457067355,52.9014265084857,68.7273101810881,68.1009207289683,8.05403319188874,17.9108928693448,28.0274586936348,-14.1132756494821,67.1430605569132,59.2282086733042,38.8848574332359,8.9906432167458
361,5.94890782145118,16.9916687021549,-18.8894336461088,52.9014265084857,68.7273101810881,68.1009207289683,8.05403319188874,17.9108928693448,28.0274586936348,-15.0431506013463,68.9905404546994,59.2282086733042,38.8848574332359,8.9906432167458
362,6.84670012221457,17.4291326779,-18.7810395202338,52.9014265084857,68.7273101810881,68.1009207289683,8.05403319188874,17.9108928693448,28.0274586936348,-15.0093386282174,68.9905404546994,59.2282086733042,38.8848574332359,8.9906432167458
363,6.84670012221457,20.8093841194864,-18.2648356648815,52.9014265084857,68.7273101810881,68.1009207289683,8.05403319188874,17.9108928693448,28.0274586936348,-14.1955860846307,68.9905404546994,59.2282086733042,38.8848574332359,8.9906432167458
364,6.8713620763325,20.8093841194864,-18.2648356648815,52.9014265084857,68.7273101810881,68.1009207289683,8.05403319188875,17.9108928693448,28.0274586936348,-13.0015771203592,68.9905404546994,59.2282086733042,38.8848574332359,8.9906432167458
365,6.8713620763325,20.8093841194864,-19.2189144058411,52.9014265084857,68.7273101810881,68.1009207289683,8.05403319188874,17.9108928693448,28.0274586936348,-12.5747381859684,68.9905404546994,59.2282086733042,39.8906120155182,8.9906432167458
366,6.8713620763325,20.8093841194864,-20.027945688995,52.9014265084857,68.7273101810881,67.3903519561215,8.05403319188876,17.9108928693448,28.0274586936348,-12.5747381859684,68.9905404546994,59.2282086733042,39.8906120155182,8.9906432167458
367,5.48699119213217,20.8093841194864,-20.027945688995,52.9014265084857,68.7273101810881,67.8374948154942,8.05403319188875,17.9108928693448,28.0274586936348,-12.5747381859684,68.9905404546994,59.2282086733042,39.8906120155182,8.9906432167458
368,4.87802080850634,21.243145662899,-18.8730177372914,52.9014265084857,68.7273101810881,67.8374948154942,8.05403319188874,17.9108928693448,24.4454668091363,-12.5747381859684,68.9905404546994,59.2282086733042,39.8906120155182,8.9906432167458
369,4.04738890969202,21.243145662899,-18.8730177372914,52.9014265084857,68.7273101810881,63.6177315198173,8.05403319188874,17.9108928693448,24.4454668091363,-12.9568713579036,68.9905404546994,51.000000002272,39.8906120155182,8.9906432167458
370,3.6941693049856,21.3592019407476,-18.0522798784614,52.9014265084857,68.7273101810881,63.6177315198173,8.05403319188875,17.9108928693448,24.4454668091363,-12.9568713579035,68.9905404546994,51.000000002272,39.8906120155182,5.43449975317228
371,3.01077344040355,21.3592019407476,-18.0522798784614,52.9014265084857,68.7273101810881,63.6177315198173,8.05403319188875,17.9108928693448,24.4454668091363,-12.9568713579036,68.9905404546994,51.000000002272,39.8906120155182,5.43449975317227
372,3.01077344040355,21.3592019407475,-18.0522798784614,52.9014265084857,68.7273101810881,65.8801759423369,8.05403319188875,17.9108928693448,24.4454668091363,-12.9568713579035,68.9905404546994,51.000000002272,39.8906120155182,5.43449975317228
373,3.0086672294459,21.3592019407476,-18.5341720981688,52.9014265084857,68.7273101810881,65.8801759423369,8.05403319188874,17.9108928693448,24.4454668091363,-12.9568713579036,68.9905404546994,51.000000002272,39.8906120155182,5.43449975317228
374,3.0086672294459,21.3592019407475,-18.5341720981688,52.9014265084857,68.7273101810881,65.8801759423369,8.89550699769451,17.9108928693448,24.4454668091363,-12.9568713579036,68.9905404546994,51.000000002272,39.8906120155182,5.43449975317228
375,3.00866722944589,21.9696762289991,-16.9313898069752,52.9014265084857,68.7273101810881,65.8801759423369,8.89550699769452,17.9108928693448,24.4454668091363,-12.9568713579036,68.9905404546994,51.000000002272,39.8906120155182,5.43449975317228
376,3.71060758430128,21.9696762289992,-16.9313898069752,52.9014265084857,68.7273101810881,66.4803997268261,8.89550699769451,17.9108928693448,24.4454668091363,-12.9568713579036,68.9905404546994,51.000000002272,39.8906120155182,5.43449975317228
377,3.71060758430128,21.9696762289991,-16.9313898069752,52.9014265084857,68.7273101810881,67.3853280511813,8.89550699769452,17.9108928693448,24.4454668091363,-12.9568713579036,68.9905404546994,51.000000002272,39.8906120155182,5.43449975317228
378,3.71060758430128,21.9696762289991,-18.208168551601,52.0499156481625,68.7273101810881,67.3853280511813,8.89550699769451,17.9108928693448,24.4454668091363,-12.9568713579035,68.9905404546994,51.000000002272,39.9848288432478,5.43449975317228
379,2.33387326232234,21.9696762289992,-18.208168551601,52.0499156481625,68.7273101810881,62.6488257324896,8.89550699769451,17.9108928693448,24.4454668091363,-12.9568713579035,68.9905404546994,51.000000002272,39.9848288432478,5.43449975317228
380,2.33387326232234,21.9696762289992,-17.8200260837086,52.0499156481625,68.7273101810881,62.6488257324896,8.89550699769453,17.9108928693448,24.4454668091363,-12.9568713579035,68.9905404546994,51.000000002272,39.9848288432478,5.43449975317228
381,2.33387326232234,21.9696762289992,-17.117612149215,52.0499156481625,68.7273101810881,62.6488257324896,8.89550699769451,17.9108928693448,24.4454668091363,-12.9568713579035,68.9905404546994,51.000000002272,39.9848288432478,5.43449975317228
382,2.16503582064822,21.9696762289991,-17.117612149215,52.0499156481625,68.7273101810881,63.5986541120495,8.89550699769452,17.9108928693448,24.4454668091363,-15.7082034322095,68.9905404546994,51.000000002272,39.9848288432478,5.43449975317228
383,2.02962235266255,21.9696762289992,-16.8903448496319,52.0499156481625,68.7273101810881,63.5986541120496,8.89550699769452,17.9108928693448,24.4454668091363,-15.7082034322095,68.9905404546994,51.000000002272,39.9848288432478,5.43449975317228
384,1.64689461213904,21.9696762289991,-16.8903448496319,52.0499156481625,68.7273101810881,63.5986541120496,8.89550699769451,17.9108928693448,24.4454668091363,-15.7082034322095,68.9905404546994,51.000000002272,39.9848288432478,4.16975488916533
385,3.69665925575845,21.9696762289992,-16.8903448496319,52.0499156481625,68.7273101810881,62.4759067281636,8.89550699769452,17.9108928693448,24.4454668091363,-15.7082034322095,68.9905404546994,51.000000002272,39.9848288432478,4.16975488916533
386,3.43557191952009,18.562824921537,-16.8903448496319,52.0499156481625,68.7273101810881,63.6108009880018,8.89550699769452,17.9108928693448,24.4454668091363,-15.7082034322095,68.9905404546994,51.000000002272,39.9848288432478,4.16975488916533
387,3.43557191952009,18.562824921537,-16.9292183677352,52.0499156481625,57.0621058762465,63.6108009880018,8.89550699769452,17.9108928693448,24.4454668091363,-15.7082034322095,68.9905404546994,51.000000002272,39.9848288432478,4.16975488916534
388,4.59406305472513,18.562824921537,-16.9292183677352,52.0499156481625,57.0621058762465,63.6108009880018,8.89550699769452,17.9108928693448,24.4454668091363,-15.7082034322095,68.9905404546994,51.000000002272,39.9848288432478,4.16975488916534
389,4.59406305472513,18.562824921537,-17.0130459418724,52.0499156481625,57.0621058762465,65.0459467575271,8.89550699769451,17.9108928693448,13.5330622412095,-15.7082034322095,67.0312120505081,51.000000002272,39.9848288432478,4.16975488916533
390,4.59406305472513,18.562824921537,-17.0130459418724,52.0499156481625,57.0621058762465,65.0459467575271,8.89550699769453,17.9108928693448,13.5330622412095,-18.5473849287872,67.0312120505081,51.0000000001397,39.9848288432478,4.16975488916533
391,5.03727897642901,18.562824921537,-16.0417721060071,52.0499156481625,57.0621058762465,65.0459467575271,8.89550699769452,17.9108928693448,13.5330622412095,-18.5473849287872,67.0312120505081,51.0000000001397,39.9848288432478,4.16975488916533
392,5.037278976429,18.562824921537,-16.0417721060071,52.0499156481625,57.0621058762465,65.0459467575271,8.89550699769452,17.9108928693448,13.5330622412095,-18.5473849287872,67.0312120505081,51.0000000001397,39.9848288432478,4.16975488916533
393,5.03727897642901,14.2838619039904,-16.0417721060071,52.0499156481625,57.0621058762465,65.0459467575271,8.89550699769451,17.9108928693448,13.5330622412095,-16.5380704028067,67.0312120505081,51.0000000001397,39.9848288432478,4.16975488916533
394,3.96854645406194,14.2838619039904,-17.9604855626508,52.0499156481625,57.0160852272454,65.0459467575271,8.89550699769453,17.9108928693448,13.5330622412095,-16.5380704028067,67.0312120505081,51.0000000001397,39.9848288432478,4.16975488916534
395,3.96854645406194,14.2838619039904,-20.7740892494046,52.0499156481625,57.0160852272454,65.0459467575271,8.89550699769453,17.9108928693448,13.5330622412095,-16.5380704028067,67.0312120505081,51.0000000001397,39.9848288432478,4.16975488916533
396,3.96854645406194,14.2838619039904,-20.6543847285025,52.0499156481625,57.0160852272454,65.0459467575271,8.89550699769453,17.9108928693448,13.5330622412095,-14.025843212352,67.0312120505081,51.0000000001397,39.9848288432478,4.16975488916533
397,4.42576054601615,14.2838619039904,-20.0487864160371,52.0499156481625,57.0160852272454,65.0459467575271,8.89550699769453,17.9108928693448,13.5330622412095,-13.7755116547478,67.0312120505081,51.0000000001397,39.9848288432478,4.16975488916533
398,4.42576054601615,14.2838619039904,-19.3957558913115,52.0499156481625,57.0160852272454,65.0459467575271,8.89550699769451,17.9108928693448,13.5330622412095,-13.642396480079,67.0312120505081,51.0000000001397,39.9848288432478,4.16975488916533
399,4.5224776901223,14.2838619039904,-19.8291195608449,52.0499156481625,57.0160852272454,65.0459467575271,8.89550699769452,17.9108928693448,13.5330622412095,-13.642396480079,67.0312120505081,51.0000000001397,39.9848288432478,4.16975488916533
400,4.57194768419864,14.2838619039904,-20.0915262798804,52.0499156481625,57.0160852272454,52.6626481533819,8.89550699769452,17.9108928693448,13.5330622412095,-14.2791237494295,67.0312120505081,51.0000000001397,39.9848288432478,4.16975488916534
